customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
MP5UZDCZ5A,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.48,220.36,Yes
0T1WU97V27,Male,1,No,No,59,No,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,72.59,4282.81,Yes
LUPXZ2FMT3,Male,1,Yes,No,41,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,37.35,1531.35,Yes
KASJ7VLW6W,Female,0,Yes,No,7,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Credit card (automatic),24.96,174.72,No
YXCK29EIFE,Female,1,No,Yes,3,No,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Mailed check,115.69,347.07,Yes
MEQ023X3F9,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.74,567.4,No
CG58G6S4CQ,Male,0,No,Yes,57,No,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,40.01,2280.57,Yes
EP0O6VU1JE,Female,0,No,No,14,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),80.31,1124.34,Yes
SEV7Q0ZJLF,Female,0,No,Yes,20,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,110.39,2207.8,Yes
S78N1HWUMM,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,26.75,1658.5,Yes
IVWNCWAFMG,Male,1,No,Yes,40,No,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Mailed check,85.17,3406.8,No
JEFF0JD8ES,Female,1,Yes,Yes,38,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,98.08,3727.04,No
1V4BIK7CGP,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),90.72,90.72,Yes
6QL7SRZ4XX,Female,1,Yes,Yes,9,Yes,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,32.0,288.0,Yes
BQ3OQGUAOV,Male,0,Yes,Yes,69,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,55.05,3798.45,Yes
RLLA1WQNN0,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.12,4933.28,Yes
RFP2J55IS1,Male,1,Yes,Yes,23,No,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),31.3,719.9,No
VOYULB09JV,Female,1,No,Yes,48,No,No,No,Yes,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,83.25,3996.0,Yes
Y88PHJKUYI,Female,1,Yes,No,38,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),81.2,3085.6,No
GNC6BBE5WJ,Male,1,No,Yes,53,No,Yes,No,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,93.01,4929.53,Yes
NA9XSQV1X8,Male,1,No,No,40,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),111.3,4452.0,Yes
KGJY7JLCU3,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),34.92,34.92,Yes
8S0VLAG4F1,Male,1,Yes,Yes,47,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,96.87,4552.89,Yes
C6EGVH95WR,Female,0,No,No,54,No,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,111.11,5999.94,Yes
KMIUXDLTPZ,Male,1,No,No,59,No,No phone service,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.74,2993.66,Yes
VQIFR2TXH6,Female,0,No,No,62,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),28.15,1745.3,No
ZWGLQFMNFG,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),67.17,1544.91,Yes
ILHK6BJGRM,Male,0,No,Yes,34,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.69,3185.46,Yes
N02AIXVTD8,Female,1,No,No,39,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.0,2652.0,Yes
QDZV07QZ4K,Male,1,No,No,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),43.22,1469.48,Yes
HYOR3WYF13,Male,0,No,No,22,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,63.63,1399.86,Yes
YBJ38JM0HH,Female,0,No,No,3,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,50.36,151.08,Yes
4V8VKDL35L,Male,1,Yes,No,41,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,54.21,2222.61,No
FJOXI28EZQ,Male,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,90.9,4545.0,Yes
7LTCKFNTBY,Female,0,Yes,No,48,Yes,No phone service,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),57.33,2751.84,No
AK95WSL4D5,Female,1,No,No,61,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,91.0,5551.0,Yes
31SW8BFPVC,Male,1,No,No,49,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),26.86,1316.14,No
ERTNWJP7D7,Female,1,No,No,2,No,No phone service,No,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),42.4,84.8,Yes
ELU9OEY2AN,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,84.37,2446.73,No
LXMR97CUEE,Male,1,No,No,6,Yes,No,No,No,No,Yes,No internet service,No,No,One year,Yes,Electronic check,77.25,463.5,Yes
SH4RRKTYAV,Male,1,Yes,Yes,23,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,50.43,1159.89,No
OTS7J8J41Z,Male,0,No,No,70,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,91.59,6411.3,Yes
CIRTGK2HT2,Male,0,Yes,No,29,No,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,One year,No,Electronic check,80.89,2345.81,Yes
IB1T8LPKFP,Male,0,Yes,Yes,65,Yes,No,No,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),36.14,2349.1,No
6VF8EFTMIN,Male,1,Yes,No,56,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),26.45,1481.2,Yes
46473INUZ5,Male,1,Yes,Yes,22,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),73.34,1613.48,No
BADZLCT0HG,Female,0,No,No,53,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),98.73,5232.69,No
96WDF0D4QZ,Male,1,No,No,65,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,46.69,3034.85,Yes
NFAKDC5ZT1,Male,0,Yes,No,29,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),33.03,957.87,No
0O60WD3RRB,Male,1,No,No,46,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),110.04,5061.84,No
P8IFYROAUX,Female,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.43,3458.49,Yes
XWG967F8FB,Male,0,Yes,No,54,No,No,DSL,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,56.32,3041.28,No
EKAA1A5NDD,Female,1,No,No,18,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,39.82,716.76,No
7Q6FN7UT8E,Male,0,No,No,3,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.0,87.0,No
P9IK9K5N9S,Female,1,No,No,70,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,No,Electronic check,65.73,4601.1,Yes
WM4KSYD21C,Female,1,No,Yes,66,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,34.17,2255.22,Yes
Q3FYCH99VR,Female,1,Yes,Yes,46,Yes,No phone service,DSL,No,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),66.53,3060.38,Yes
UBV2V4GRPO,Female,1,Yes,Yes,49,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,60.78,2978.22,Yes
XLJGDCZUQ9,Female,1,No,Yes,48,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),100.78,4837.44,Yes
0MPREPLME9,Male,0,No,Yes,51,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.97,2650.47,No
NUCMJBHPFA,Male,0,No,No,1,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.36,74.36,Yes
UH1UAE6284,Male,1,Yes,Yes,48,No,No,DSL,Yes,No,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),42.73,2051.04,No
HKWOMF6NWC,Female,0,No,No,51,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),78.07,3981.57,Yes
TUMP732C4E,Female,0,No,No,63,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.79,5467.77,Yes
EG5GXORLSF,Male,0,Yes,Yes,31,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),51.36,1592.16,Yes
4KIXZRU62X,Female,1,No,Yes,61,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),37.98,2316.78,No
3Y3QPXMDBM,Female,1,No,No,35,No,No phone service,DSL,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,106.73,3735.55,No
XNTGVM1WKW,Female,0,No,No,11,No,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,102.99,1132.89,Yes
KALQHUY8YF,Male,0,No,No,30,No,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,74.3,2229.0,No
7WL15NB8QM,Male,1,No,Yes,6,No,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,94.51,567.06,No
ZEBOLLEMBE,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,93.27,4290.42,Yes
DCUG4X0NBO,Male,1,Yes,Yes,32,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.17,3013.44,Yes
IT4GO8GPZ3,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),108.12,6379.08,Yes
7JSDXFUF0S,Male,1,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,One year,No,Electronic check,18.64,223.68,No
HKVWDD1CMI,Female,1,No,No,52,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),60.52,3147.04,No
STDT9SW8M7,Female,0,No,No,17,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,32.08,545.36,No
4WR11CLWGK,Female,0,No,Yes,55,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),19.48,1071.4,No
K1M4H9NIAR,Male,1,No,Yes,34,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,90.52,3077.68,Yes
FOYLU2ZFSQ,Female,0,No,Yes,72,No,No phone service,DSL,No internet service,Yes,No,No,No,No,One year,No,Electronic check,43.5,3132.0,Yes
UV48Z3W6UO,Male,1,Yes,Yes,39,No,No phone service,No,No,Yes,No internet service,Yes,No,Yes,One year,No,Mailed check,78.24,3051.36,No
9P9CSDTQ4J,Male,1,No,No,37,Yes,No phone service,No,No,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),79.65,2947.05,Yes
BWX4T49JPV,Female,0,No,No,6,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,36.54,219.24,Yes
ALWTY9FQLE,Female,0,No,Yes,64,No,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.63,4712.32,Yes
GO82N82VBA,Female,1,No,Yes,41,No,No phone service,DSL,No,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),20.29,831.89,Yes
1O8U9XXXDD,Female,1,No,Yes,47,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,74.81,3516.07,No
Y9342O082F,Male,0,No,No,37,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),64.62,2390.94,Yes
MMC79VR67Q,Male,1,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),59.88,1377.24,No
2FB66R3GEH,Female,0,No,No,67,No,No,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,116.19,7784.73,Yes
O4OEVT5F9H,Female,1,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),92.28,3322.08,Yes
PZIEQI8BST,Female,0,Yes,No,59,No,Yes,No,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),85.33,5034.47,Yes
5RBSC9E7JK,Female,0,No,No,17,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),25.69,436.73,Yes
YIRGRLX3N7,Male,1,Yes,Yes,36,No,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,49.56,1784.16,Yes
F14RXCOQWC,Female,1,No,No,60,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.97,2818.2,Yes
CBIW5DGBU8,Male,1,No,No,49,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),43.12,2112.88,No
205A7DCTDX,Female,0,No,Yes,43,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,47.89,2059.27,No
9IK1KY13LC,Male,1,Yes,Yes,53,No,Yes,No,No,No internet service,No,No internet service,No,No,Two year,No,Electronic check,44.63,2365.39,Yes
C692BRTF3C,Female,0,No,No,52,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),112.53,5851.56,No
C65K5VGN79,Male,1,Yes,Yes,35,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.31,2810.85,Yes
VY8J008R8V,Male,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.85,4108.65,No
RRGVUWGS76,Female,1,No,Yes,5,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,No,Electronic check,20.88,104.4,Yes
D2H18MKJ90,Female,0,Yes,No,56,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),118.22,6620.32,Yes
0M3RCGEC5U,Female,1,Yes,Yes,58,Yes,No,No,No,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),113.9,6606.2,Yes
0UJANPPPO4,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),72.3,3976.5,Yes
V6PPICW2WA,Male,0,No,No,27,Yes,No,No,No,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),52.83,1426.41,Yes
IIHY9LVB5X,Female,1,No,Yes,16,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),45.89,734.24,Yes
4WOB1GJYD7,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),20.35,1383.8,Yes
DWXCY35NC8,Male,0,Yes,No,28,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.59,1472.52,Yes
N1XRYV34VF,Male,1,No,Yes,10,No,No phone service,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.61,676.1,No
6XGMUAKUJJ,Male,1,Yes,Yes,21,Yes,No,No,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,23.31,489.51,Yes
WQU0DPK932,Male,0,Yes,No,36,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),70.0,2520.0,Yes
0TPHM8C4HW,Female,0,No,Yes,65,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,61.84,4019.6,Yes
C3O8ZQ42WF,Male,1,Yes,Yes,62,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,81.12,5029.44,No
2ZHUMOGNI4,Male,1,No,No,28,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.46,1300.88,No
YYTVFZLYN9,Female,1,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),63.01,3654.58,Yes
WAZ4CDYS86,Female,1,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,71.82,3088.26,No
JN1ZG5KHPL,Female,1,Yes,Yes,72,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,42.86,3085.92,No
OA6V990MGY,Female,1,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),42.41,2120.5,No
S8PJ2BYCXC,Female,1,No,Yes,58,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,21.44,1243.52,No
7HVMG4JY35,Male,0,Yes,No,51,No,Yes,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,73.57,3752.07,Yes
DT510BAGSJ,Male,1,Yes,Yes,25,No,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.09,527.25,Yes
I0YRJLPSXZ,Male,0,No,No,23,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.07,1772.61,Yes
ZR7UVJJH79,Female,0,Yes,No,69,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,65.27,4503.63,Yes
P3X94YROUL,Female,0,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,22.19,1597.68,No
KGT0O0NHH3,Male,0,Yes,No,30,No,No,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,79.57,2387.1,Yes
G0MU7FXGNM,Male,0,Yes,Yes,37,No,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),104.91,3881.67,Yes
8D669D1LQP,Male,1,No,No,7,No,No,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),69.53,486.71,Yes
S4M0TTGCQT,Female,1,Yes,No,3,No,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,Yes,Mailed check,112.5,337.5,Yes
B88CHKOYQP,Female,1,No,Yes,12,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),25.02,300.24,No
FP13B35QLZ,Female,0,Yes,Yes,8,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.65,261.2,Yes
QN9JQZE4MJ,Female,1,Yes,No,34,No,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),110.44,3754.96,Yes
G6NJ62GPGU,Female,1,No,No,23,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),114.44,2632.12,Yes
OJC9I5EW7A,Female,1,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),66.65,333.25,Yes
AJGM72RI55,Male,0,No,Yes,34,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),88.25,3000.5,No
BPUH9IHS8E,Female,1,Yes,No,53,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,One year,No,Mailed check,66.67,3533.51,No
C5BTQYBOSG,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,69.5,69.5,Yes
E9UN9TWHTF,Female,0,No,Yes,69,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,No,Electronic check,48.08,3317.52,No
VJ4MJUMP18,Female,0,Yes,No,68,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,99.33,6754.44,No
ANJ8M8HD6U,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,91.05,2003.1,No
J04YOPXP4M,Male,0,No,Yes,50,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.48,2574.0,Yes
KLIDUF88S7,Female,1,Yes,Yes,61,No,Yes,No,No,Yes,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),59.27,3615.47,No
3RBCOEWSWR,Female,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,94.02,6769.44,No
FWF36AH00S,Male,1,No,No,22,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),47.59,1046.98,Yes
VDZ41WNZNB,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,18.41,36.82,Yes
ACJXREAH52,Female,1,No,No,72,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,43.66,3143.52,Yes
IVRON4NAHS,Female,1,Yes,Yes,68,No,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,34.7,2359.6,Yes
AEPUGZQEWN,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,22.7,1180.4,No
K2ZK3T06EV,Male,1,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),43.97,1143.22,Yes
IS7T9TM5CE,Female,1,Yes,No,47,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,94.45,4439.15,No
4VN8TJCKXD,Female,0,No,Yes,31,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),30.29,938.99,Yes
I608B6DQ6C,Male,1,No,No,37,No,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,42.89,1586.93,Yes
W984WHSIY4,Female,1,Yes,No,41,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.16,1441.56,No
JNXFY4Z0EG,Female,1,Yes,Yes,28,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),55.26,1547.28,No
67E2PNZSRM,Male,0,Yes,No,71,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,One year,No,Mailed check,77.88,5529.48,Yes
4ERKG04L0V,Male,0,No,Yes,8,No,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),29.12,232.96,No
W4LXAYU57I,Male,1,No,No,63,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,71.53,4506.39,No
EQRK4O81C8,Female,1,Yes,Yes,40,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,32.48,1299.2,Yes
YHFTMH48JS,Female,0,No,No,5,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,97.37,486.85,No
QMS5T1M3YZ,Female,0,No,No,59,No,Yes,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,111.62,6585.58,No
SMXW0VQ96Y,Male,1,No,No,16,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,72.6,1161.6,No
P8KL0DX6FS,Female,1,Yes,Yes,41,No,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Electronic check,39.55,1621.55,No
CLL1580BTX,Male,1,No,Yes,57,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,40.02,2281.14,Yes
ER5VYMDW4M,Female,0,No,Yes,51,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),45.63,2327.13,No
YTM3LLE5EJ,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),18.52,1092.68,Yes
VLPIIVTK26,Male,0,No,No,47,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Electronic check,49.49,2326.03,Yes
Q37TB5T6EE,Male,1,No,Yes,33,No,No phone service,No,No,Yes,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),113.45,3743.85,Yes
